fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
11.1,0.83,1.09,38.1,0.3,160.9,214.5,1.02649,3.02,0.92,10.0,4
9.9,1.04,1.35,37.0,0.169,127.3,221.1,1.0187,2.98,1.4,12.4,4
9.2,0.81,0.39,39.5,0.21,181.0,130.2,1.01769,2.91,1.07,11.8,4
12.4,0.63,0.6,38.3,0.295,119.3,272.0,1.01245,3.06,1.31,11.9,4
9.4,1.09,0.77,49.3,0.45,147.6,201.6,1.01433,3.0,0.91,12.4,4
11.7,1.06,0.85,50.9,0.236,175.4,339.8,1.0213,2.85,1.37,11.8,4
10.9,0.9,0.84,37.2,0.144,203.3,361.4,1.02052,3.44,0.99,13.7,4
9.7,0.67,1.38,28.2,0.263,187.3,335.3,1.02145,3.21,1.02,13.5,4
8.4,0.96,0.69,34.0,0.475,228.5,402.3,1.01777,3.1,1.4,12.6,4
14.1,0.93,0.62,30.1,0.145,231.7,165.0,1.02402,2.77,0.81,11.9,4
11.4,0.91,1.22,37.5,0.142,88.0,252.8,1.01512,2.95,1.87,12.8,4
8.5,1.3,1.1,56.1,0.116,171.3,359.7,1.0147,2.96,1.6,12.8,4
9.0,1.13,1.17,29.0,0.334,158.8,303.8,1.01563,2.9,1.23,12.5,4
9.4,0.93,1.23,51.6,0.313,186.6,322.9,1.02057,3.13,1.24,10.8,4
10.7,1.3,1.02,43.6,0.34,193.1,205.5,1.00895,3.18,1.01,12.4,4
10.3,0.61,0.48,43.1,0.228,172.9,277.1,1.02272,2.91,0.99,12.1,4
8.8,0.6,1.21,38.2,0.165,129.6,241.6,1.01887,3.06,0.48,11.6,4
5.9,1.32,1.42,48.8,0.311,116.1,306.0,1.01457,3.56,1.14,12.9,4
12.0,1.37,1.32,43.4,0.382,121.1,237.1,1.02898,3.02,0.87,11.1,4
9.0,1.13,1.17,29.0,0.334,158.8,303.8,1.01563,2.9,1.23,12.5,4
7.2,0.76,1.51,37.6,0.242,183.6,317.3,1.01954,3.27,1.1,11.1,4
11.4,0.85,0.61,32.9,0.253,107.6,300.1,1.00231,2.99,1.68,11.9,4
12.5,0.82,0.59,27.5,0.231,187.5,349.7,1.02872,3.08,1.29,13.3,4
8.4,0.83,1.04,41.5,0.233,113.7,191.9,1.01938,2.99,1.26,11.8,4
12.4,1.42,0.85,54.0,0.439,198.5,262.1,1.02814,2.99,1.24,11.6,4
10.2,0.65,1.03,45.9,0.202,151.0,256.8,1.03081,2.91,1.29,11.3,4
12.6,0.91,1.23,49.6,0.239,69.6,240.6,1.01307,3.28,0.87,11.8,4
11.2,1.19,1.25,39.3,0.289,237.7,384.1,1.01285,3.39,1.72,12.1,4
9.5,1.22,0.59,36.1,0.345,199.0,319.3,1.02155,3.07,1.49,11.2,4
10.6,1.19,0.99,41.3,0.155,219.3,387.4,1.01681,3.26,1.54,11.6,4
11.2,1.17,1.23,38.3,0.235,241.9,191.2,1.0106,3.16,1.3,11.1,4
14.8,1.34,0.66,49.3,0.169,242.0,198.5,1.00497,3.26,1.25,10.3,4
9.5,0.31,0.99,37.8,0.297,193.3,229.8,1.01599,3.37,1.0,12.9,4
13.4,0.96,0.54,45.4,0.205,165.3,156.4,1.01457,3.13,1.28,10.3,4
7.8,1.19,0.59,44.9,0.181,124.2,169.9,1.01596,2.97,1.36,12.7,4
9.9,1.2,1.18,38.5,0.184,239.5,235.2,1.02761,3.18,1.31,11.3,4
11.3,1.12,1.15,41.8,0.307,241.1,351.7,1.00222,3.07,1.22,12.7,4
7.7,0.73,0.85,48.3,0.299,130.9,131.1,1.02518,2.89,1.03,12.2,4
10.7,0.69,1.28,31.6,0.211,135.4,245.1,1.01707,3.4,1.38,12.3,4
9.9,0.42,0.7,31.4,0.259,50.3,291.3,1.02299,3.19,1.45,13.7,4
10.5,1.09,1.08,52.2,0.141,194.8,201.5,1.02087,3.06,1.7,11.0,4
12.3,1.29,1.11,43.8,0.285,202.3,203.9,1.012,2.97,1.17,12.0,4
8.7,1.19,1.06,54.1,0.311,214.3,341.1,1.02095,2.98,1.71,12.1,4
11.7,1.16,0.91,35.1,0.368,156.9,376.1,1.0149,3.03,1.28,13.2,4
8.7,0.77,0.66,30.9,0.303,155.7,210.2,1.02038,2.98,1.83,12.2,4
11.4,0.86,1.17,35.3,0.178,194.5,305.8,1.01623,3.27,1.14,11.3,4
13.6,1.1,0.83,56.9,0.305,237.5,363.3,1.00646,3.02,1.68,10.6,4
7.6,0.55,0.99,41.8,0.136,81.5,234.4,1.01329,2.96,1.04,12.7,4
11.1,1.21,1.42,46.3,0.268,145.9,247.3,1.02481,3.35,1.32,11.2,4
12.1,1.19,1.22,46.0,0.25,106.6,341.6,1.02681,2.93,1.36,10.8,4
6.5,0.66,1.15,46.4,0.204,166.9,311.9,1.01962,3.1,1.45,14.2,4
11.6,1.09,1.09,24.9,0.156,185.9,377.1,1.00578,2.85,1.67,12.9,4
11.1,0.43,0.26,24.7,0.186,151.6,115.3,1.00966,3.09,1.41,11.3,4
14.0,0.84,1.5,46.7,0.351,172.2,375.7,1.01372,3.06,1.52,11.0,4
11.9,1.15,0.53,56.4,0.369,130.0,298.3,1.02443,3.04,1.23,10.2,4
9.3,0.9,1.1,46.8,0.259,167.0,367.3,1.02,2.9,1.28,12.7,4
9.9,1.3,0.69,40.2,0.405,190.3,319.5,1.0229,3.0,1.3,12.2,4
10.2,1.23,0.74,56.3,0.338,223.2,371.8,1.00935,3.06,1.21,10.4,4
9.4,0.72,1.02,38.7,0.286,153.7,319.7,1.01195,3.27,1.52,11.8,4
9.1,1.1,1.23,37.0,0.219,103.7,323.7,1.02484,3.06,0.87,12.5,4
12.9,0.34,1.08,53.5,0.396,159.9,193.7,1.03111,3.57,0.85,13.5,4
12.3,1.3,1.51,46.1,0.233,143.1,173.8,1.02298,3.48,0.86,12.7,4
14.1,1.25,1.06,44.8,0.156,230.7,211.5,1.02213,3.25,0.72,12.3,4
14.5,1.16,1.02,48.7,0.177,203.4,216.5,1.02077,3.06,1.17,10.7,4
11.8,1.18,0.74,46.2,0.248,170.8,269.1,1.00501,3.18,1.02,11.5,4
12.8,0.91,0.22,35.9,0.099,240.9,326.2,0.99614,3.05,1.62,11.4,4
7.2,0.85,1.12,39.7,0.288,163.6,325.9,1.02079,3.18,1.76,12.6,4
13.1,1.03,1.25,51.7,0.291,178.4,157.7,1.01766,2.98,1.1,12.5,4
9.8,1.24,1.38,40.4,0.162,173.4,362.9,1.01483,3.2,1.2,13.1,4
13.7,0.68,1.23,21.2,0.34,92.4,260.2,1.01509,2.96,1.67,11.6,4
11.4,1.06,0.87,47.0,0.421,183.3,301.6,1.00697,3.2,1.59,10.9,4
12.6,1.14,0.94,37.6,0.466,164.1,294.3,1.01586,3.47,1.22,11.1,4
11.1,0.98,1.2,41.3,0.402,130.6,342.4,1.02829,2.88,1.36,12.2,4
9.4,1.14,0.98,39.0,0.179,151.0,323.4,1.00709,3.0,1.56,13.2,4
12.1,1.09,1.07,54.4,0.255,245.6,212.9,1.01269,2.9,1.03,9.9,4
10.6,1.21,0.43,45.9,0.228,209.8,205.5,1.01307,2.91,1.22,13.4,4
9.9,1.05,1.21,39.1,0.207,192.6,295.2,1.00842,3.48,0.66,11.3,4
7.4,1.0,1.4,37.1,0.147,168.5,114.8,1.02668,2.93,1.12,13.9,4
9.0,1.28,1.09,39.4,0.362,201.1,169.5,1.01699,3.3,1.57,11.2,4
10.1,1.33,0.55,49.5,0.068,107.5,249.6,1.01538,2.84,1.02,11.5,4
11.1,1.01,1.0,44.4,0.192,130.0,291.4,1.02933,3.27,1.51,11.2,4
13.7,1.11,0.81,22.2,0.11,245.3,224.5,1.01714,2.92,1.78,11.8,4
11.8,0.83,0.64,40.9,0.207,194.6,362.8,1.01331,3.11,1.41,11.0,4
10.7,0.43,0.9,23.4,0.375,173.3,280.7,1.01578,3.42,1.13,12.0,4
8.0,1.1,1.35,39.5,0.246,170.0,306.9,1.01877,3.54,1.26,12.4,4
10.3,0.96,0.93,39.1,0.248,109.7,286.8,1.01514,3.18,1.41,11.2,4
7.5,0.82,1.01,38.1,0.38,75.1,165.4,1.00757,3.18,1.72,12.7,4
8.4,1.28,0.9,40.7,0.107,138.0,231.5,1.01633,2.88,1.12,12.1,4
11.1,0.43,0.26,24.7,0.186,151.6,115.3,1.00966,3.09,1.41,11.3,4
9.6,1.25,0.62,28.8,0.182,216.5,261.6,1.02009,2.96,1.45,13.1,4
12.2,0.96,0.89,41.1,0.398,231.7,312.5,1.02542,3.22,1.25,11.1,4
12.8,0.77,1.15,45.9,0.357,139.8,270.7,1.02295,3.29,1.08,11.3,4
12.0,0.51,0.77,41.8,0.096,117.1,208.3,1.00927,3.26,1.12,11.2,4
11.7,1.17,1.1,41.2,0.208,179.6,298.1,1.00685,3.08,0.8,12.4,4
9.0,1.1,0.87,44.0,0.292,161.9,267.4,1.01087,3.3,1.26,12.2,4
7.2,1.15,0.85,55.3,0.295,211.9,336.3,1.02289,3.16,1.28,12.5,4
13.2,1.26,0.6,37.6,0.397,255.5,272.9,1.0124,3.04,1.14,11.0,4
11.3,1.41,0.89,39.2,0.221,184.9,187.9,1.0234,3.17,1.63,11.2,4
10.5,1.14,1.26,46.3,0.359,158.7,266.5,1.01896,2.98,1.37,12.1,4
9.3,0.9,1.36,43.0,0.369,75.8,368.0,1.02868,3.43,1.03,12.0,4
9.8,1.0,0.93,30.1,0.355,149.0,353.6,1.0178,3.28,1.14,13.3,4
12.8,0.64,0.95,57.6,0.367,172.6,313.8,1.02028,3.02,1.23,11.9,4
7.4,1.23,0.78,52.6,0.225,156.2,350.4,1.01162,3.27,1.51,10.9,4
7.8,1.37,1.32,46.7,0.171,231.6,402.9,1.01381,2.86,1.25,12.9,4
8.3,0.92,0.98,43.1,0.415,159.6,156.5,1.01119,3.18,1.25,10.3,4
10.1,0.94,0.99,31.8,0.321,204.4,296.3,1.02302,3.29,1.75,12.8,4
8.1,0.94,1.11,56.0,0.422,141.2,362.2,1.02566,3.52,0.85,11.0,4
7.2,0.79,1.35,63.2,0.325,125.4,371.9,1.0223,2.94,0.68,11.7,4
13.7,1.3,1.24,52.6,0.27,185.0,321.1,1.0213,3.07,0.9,10.4,4
8.2,0.72,0.44,52.6,0.296,126.0,387.5,1.018,2.88,1.12,13.1,4
9.7,0.67,1.38,28.2,0.263,187.3,335.3,1.02145,3.21,1.02,13.5,4
12.7,1.12,1.01,38.3,0.325,103.8,309.8,1.01292,3.1,0.82,11.3,4
9.9,1.31,1.12,36.5,0.187,152.7,212.7,1.01663,3.14,1.18,12.5,4
11.5,0.79,0.92,39.3,0.165,230.9,305.6,1.02714,3.07,0.73,10.8,4
10.8,1.17,0.51,44.4,0.073,162.8,187.6,1.01202,3.07,1.31,11.3,4
9.5,0.95,1.15,48.6,0.318,175.8,301.1,1.0212,3.23,0.9,11.9,4
9.5,1.22,0.59,36.1,0.345,199.0,319.3,1.02155,3.07,1.49,11.2,4
13.5,0.85,0.92,35.0,0.171,185.0,268.2,1.01615,3.12,0.84,10.8,4
11.5,0.35,1.06,16.3,0.076,104.1,158.4,1.00976,3.16,1.77,12.0,4
11.8,1.28,0.67,47.4,0.204,209.9,280.3,1.01507,3.21,1.15,11.3,4
8.0,1.02,1.2,33.9,0.396,139.8,243.3,1.02322,3.45,0.97,11.4,4
10.2,0.75,1.03,28.4,0.327,111.1,121.6,1.02568,3.42,1.01,11.0,4
10.1,0.74,0.97,33.6,0.303,236.8,159.0,1.02352,2.98,0.75,10.0,4
10.1,1.08,1.05,57.8,0.281,145.1,297.7,1.01567,3.26,1.01,10.8,4
8.9,0.62,0.76,57.5,0.171,120.5,220.9,0.99823,3.27,1.41,12.2,4
10.5,1.16,0.68,49.8,0.219,215.5,357.5,1.02398,3.06,0.96,13.0,4
13.5,1.12,1.01,58.8,0.331,233.3,378.4,1.02809,3.3,1.35,10.5,4
11.5,0.78,1.02,43.8,0.264,156.7,330.9,1.01343,3.53,1.03,11.1,4
10.4,0.82,0.59,27.7,0.278,124.7,192.8,1.00979,3.04,1.21,11.8,4
9.9,1.15,0.83,28.6,0.114,192.4,287.0,1.00933,3.16,1.72,12.1,4
9.3,0.98,0.86,38.9,0.277,151.7,207.3,1.02731,3.38,0.96,12.0,4
7.5,1.28,0.75,37.9,0.28,122.2,249.1,1.01586,3.38,0.77,12.2,4
12.1,1.26,0.73,42.9,0.248,212.9,191.7,1.02325,3.05,1.18,11.8,4
11.6,1.08,0.72,49.9,0.343,177.3,176.6,1.01319,3.17,1.08,9.6,4
11.2,0.63,1.4,48.8,0.154,211.3,237.0,1.01496,3.42,1.29,10.1,4
10.9,0.58,0.79,47.8,0.285,160.4,336.7,1.01393,3.06,0.79,12.4,4
11.8,0.93,0.86,36.8,0.116,175.4,329.0,1.01201,3.1,1.48,12.6,4
11.5,0.93,0.85,38.5,0.376,211.5,354.0,1.00625,3.43,1.68,12.7,4
8.3,0.55,1.05,37.0,0.102,81.9,260.6,1.00587,3.03,1.35,12.1,4
11.1,0.57,1.06,43.4,0.176,183.7,137.2,1.02912,2.99,1.09,9.5,4
10.6,0.91,1.13,38.3,0.319,128.3,215.9,1.00808,3.39,0.97,10.6,4
10.0,0.53,1.1,32.8,0.304,136.1,177.5,1.01149,3.33,1.09,10.1,4
10.5,1.24,1.14,42.6,0.327,226.9,294.1,1.01996,3.17,1.52,13.1,4
10.3,0.73,0.44,40.7,0.146,200.6,266.8,1.0022,3.44,0.77,12.0,4
7.4,1.07,1.24,40.7,0.126,155.1,348.6,1.01002,3.28,1.16,11.5,4
12.8,1.25,0.99,40.4,0.274,229.3,348.4,1.02505,2.99,1.43,12.1,4
14.3,0.86,1.22,45.8,0.302,194.8,347.8,1.01617,2.96,1.34,10.3,4
12.2,0.7,1.03,44.4,0.225,143.9,227.4,1.01244,2.99,1.31,11.7,4
9.8,1.17,0.9,52.0,0.315,121.3,363.8,1.01413,3.12,1.05,12.1,4
12.3,1.28,0.71,42.0,0.32,212.6,305.0,1.01761,3.3,1.12,11.5,4
9.8,0.54,0.93,32.6,0.387,228.9,228.2,1.01013,3.5,1.16,10.9,4
12.7,1.1,0.75,52.3,0.364,252.0,296.2,1.01197,3.23,1.16,10.4,4
10.9,0.58,0.87,50.9,0.421,203.0,291.7,1.02241,3.19,1.07,10.3,4
8.8,1.11,1.13,49.0,0.212,116.4,294.7,1.01432,2.86,1.0,12.1,4
13.6,0.89,1.03,30.0,0.271,144.5,210.9,1.02006,3.13,1.23,11.5,4
6.6,1.28,0.98,39.8,0.141,169.7,156.6,1.01718,3.28,1.37,11.9,4
14.9,1.07,1.34,34.8,0.206,192.7,142.6,1.02298,3.1,1.22,11.1,4
8.6,0.94,1.18,49.0,0.443,142.7,145.4,1.01893,3.63,0.8,11.1,4
7.4,0.76,1.03,52.1,0.238,110.7,163.5,1.01402,3.11,1.61,11.5,4
10.4,1.05,1.37,51.1,0.257,208.5,184.8,1.00564,3.15,1.05,12.0,4
13.6,1.29,0.74,36.3,0.327,180.7,182.5,1.02687,2.98,1.06,11.3,4
12.6,0.85,0.61,45.7,0.255,212.3,258.2,1.01159,3.34,1.06,10.0,4
7.8,1.32,1.02,25.4,0.117,185.9,279.3,1.01837,3.05,1.54,12.3,4
9.7,0.79,0.81,37.2,0.265,116.1,338.9,1.01928,2.97,1.56,12.9,4
9.2,0.81,0.39,39.5,0.21,181.0,130.2,1.01769,2.91,1.07,11.8,4
11.8,1.05,0.36,39.3,0.335,168.6,199.5,1.00433,3.16,1.43,9.9,4
14.1,0.75,0.8,48.1,0.19,180.3,331.6,1.01046,3.37,1.53,9.7,4
12.8,0.91,0.22,35.9,0.099,240.9,326.2,0.99614,3.05,1.62,11.4,4
11.8,0.95,1.19,49.4,0.374,178.9,306.1,1.0222,2.91,1.16,10.2,4
10.1,0.94,0.99,31.8,0.321,204.4,296.3,1.02302,3.29,1.75,12.8,4
8.4,1.13,1.26,55.4,0.177,132.2,359.7,1.00983,3.15,1.59,10.6,4
13.2,1.19,0.61,58.6,0.534,230.1,413.8,1.02362,2.96,0.94,11.5,4
13.6,0.67,1.16,45.3,0.267,126.8,173.7,1.03452,2.88,0.96,10.7,4
13.5,1.25,0.67,32.5,0.309,215.9,323.8,1.02398,2.9,1.27,11.5,4
10.9,1.06,0.97,27.0,0.182,252.9,336.0,1.01167,2.96,1.38,11.4,4
14.5,0.49,0.71,47.5,0.282,158.1,187.3,1.00575,2.96,1.47,10.3,4
11.0,0.91,1.13,25.5,0.204,223.2,359.4,1.00787,3.09,1.28,12.4,4
10.6,0.9,1.25,34.3,0.367,206.6,239.3,1.02619,3.25,1.12,9.5,4
13.7,1.02,1.18,54.5,0.226,179.3,318.9,1.02013,3.04,1.48,10.3,4
10.1,1.1,1.07,41.2,0.338,136.4,272.9,1.01505,3.38,1.47,9.7,4
12.1,1.19,1.22,46.0,0.25,106.6,341.6,1.02681,2.93,1.36,10.8,4
8.2,0.72,0.44,52.6,0.296,126.0,387.5,1.018,2.88,1.12,13.1,4
13.3,1.23,0.94,43.2,0.264,243.9,301.1,1.01779,2.97,1.38,10.8,4
10.7,0.85,1.26,37.4,0.274,91.1,359.7,1.01016,3.42,1.34,11.8,4
14.4,1.16,1.14,55.2,0.206,208.3,274.1,1.02198,2.99,1.4,11.5,4
11.9,1.05,0.6,33.3,0.258,148.5,232.7,1.02314,3.43,1.18,11.6,4
9.9,0.66,0.97,16.3,0.391,174.0,307.6,1.01087,3.28,1.69,13.1,4
11.7,1.33,1.4,45.8,0.239,192.6,319.5,1.01131,3.27,1.09,11.2,4
12.4,0.74,1.28,48.4,0.33,202.1,303.6,1.02314,3.16,0.98,10.5,4
11.0,0.94,1.01,55.2,0.409,194.2,339.3,1.01304,3.32,0.67,11.2,4
11.2,0.62,0.67,39.8,0.337,206.2,179.9,1.02051,2.93,1.13,13.0,4
13.0,0.98,0.87,47.9,0.192,217.1,350.2,1.01659,3.32,0.77,10.5,4
14.1,0.75,0.8,48.1,0.19,180.3,331.6,1.01046,3.37,1.53,9.7,4
7.8,1.21,1.1,49.7,0.208,215.6,374.1,1.02172,2.99,1.22,12.7,4
10.7,1.14,0.86,39.7,0.325,226.0,307.7,1.01282,3.14,1.05,10.4,4
13.5,1.24,0.51,50.8,0.435,233.3,267.4,1.01498,2.93,1.1,10.8,4
10.3,0.61,1.33,45.1,0.308,189.4,188.3,1.01466,3.42,0.93,12.6,4
10.0,1.05,1.15,33.7,0.338,185.9,218.9,1.00564,3.29,1.62,11.8,4
12.5,0.61,1.32,50.0,0.196,214.1,163.3,1.01237,3.28,0.72,10.7,4
12.0,0.73,1.08,40.2,0.228,104.9,226.9,1.00787,3.15,1.66,11.2,4
11.1,0.94,1.12,45.5,0.263,161.8,227.9,1.00306,2.94,1.26,12.3,4
12.7,1.0,0.8,55.3,0.415,175.2,311.3,1.01234,2.96,1.37,12.4,4
11.3,1.19,0.67,48.5,0.069,198.8,314.1,1.01277,2.96,1.58,13.0,4
12.5,0.72,0.95,56.1,0.332,195.0,356.0,1.02202,2.94,0.99,11.2,4
11.2,1.3,0.78,45.9,0.224,192.6,216.2,1.00538,3.03,0.77,11.0,4
14.9,1.01,1.29,49.9,0.257,259.4,256.4,1.00928,3.09,1.45,12.2,4
10.5,1.39,1.24,55.8,0.36,140.8,333.9,1.01099,3.22,0.89,11.8,4
12.6,0.81,0.86,49.5,0.24,154.4,268.3,1.01874,3.26,0.92,12.1,4
11.9,1.27,1.08,56.0,0.286,230.1,360.1,1.02685,3.15,1.17,11.2,4
7.2,0.79,1.35,63.2,0.325,125.4,371.9,1.0223,2.94,0.68,11.7,4
11.1,0.97,0.91,35.7,0.399,150.3,310.7,1.0103,3.11,1.19,12.2,4
12.9,1.17,1.08,60.3,0.418,203.8,289.9,1.01198,2.85,1.01,10.3,4
11.1,1.22,0.97,41.2,0.393,168.6,379.0,1.02649,3.0,1.42,13.3,4
12.7,1.27,0.98,31.1,0.193,70.2,169.0,1.00209,3.2,1.8,12.6,4
12.8,1.25,0.99,40.4,0.274,229.3,348.4,1.02505,2.99,1.43,12.1,4
7.2,0.87,0.73,36.9,0.229,216.6,303.2,1.0072,3.18,1.73,13.8,4
9.4,1.38,0.97,54.6,0.215,164.3,329.6,1.01507,3.12,1.36,12.1,4
12.7,1.28,0.76,42.6,0.334,211.1,374.5,1.01763,3.36,1.35,11.1,4
11.9,1.17,0.72,52.4,0.431,150.0,337.5,1.01855,2.87,1.32,10.9,4
12.8,1.33,0.9,46.2,0.196,82.4,301.3,1.01345,3.2,1.53,11.4,4
12.9,1.13,1.3,55.2,0.177,173.8,192.9,1.0206,3.17,1.16,9.7,4
10.6,0.42,0.98,45.5,0.177,124.0,288.5,1.02311,3.2,1.53,11.3,4
9.7,0.83,0.95,25.1,0.19,93.6,218.1,1.01699,3.24,1.66,11.6,4
12.5,0.61,1.32,50.0,0.196,214.1,163.3,1.01237,3.28,0.72,10.7,4
8.3,0.55,1.05,37.0,0.102,81.9,260.6,1.00587,3.03,1.35,12.1,4
10.1,0.84,0.68,57.6,0.343,173.2,351.4,1.01937,3.05,1.15,11.5,4
12.9,1.22,1.1,28.9,0.295,114.0,194.1,1.0005,3.33,1.38,10.8,4
13.7,0.87,0.98,27.2,0.293,200.8,240.5,1.01751,3.16,1.06,10.7,4
9.6,0.86,1.17,48.2,0.347,130.9,253.4,1.00536,3.44,1.58,11.0,4
10.5,1.11,1.07,47.2,0.336,188.7,311.6,1.00864,3.23,1.47,12.9,4
10.3,1.18,0.85,44.7,0.336,171.8,305.7,1.01509,3.35,0.99,11.4,4
7.6,0.85,1.3,56.6,0.296,204.9,138.7,1.02345,3.04,0.44,11.7,4
9.0,0.78,0.92,37.5,0.288,168.9,351.3,1.01338,3.02,1.24,13.0,4
7.5,1.12,1.3,54.5,0.267,268.1,285.2,1.0215,2.91,1.15,11.1,4
14.3,0.65,1.41,50.0,0.177,155.5,366.7,1.0118,2.96,1.81,10.4,4
8.8,0.98,1.27,44.4,0.397,157.8,330.9,1.00551,3.31,1.26,12.6,4
9.7,0.99,1.15,33.0,0.188,123.4,257.1,1.00351,3.03,1.37,12.7,4
10.2,0.68,1.06,45.3,0.403,154.2,310.4,1.02953,3.09,1.29,12.8,4
11.6,0.98,0.65,26.5,0.157,205.4,283.7,1.00606,3.04,1.76,12.2,4
9.5,0.91,0.5,44.0,0.214,193.3,374.7,1.01816,3.09,1.26,12.2,4
7.9,0.71,1.38,51.8,0.347,92.4,362.1,1.02108,2.98,1.13,13.3,4
11.2,1.13,0.91,46.1,0.156,210.8,272.8,1.01499,2.85,0.66,12.4,4
11.6,1.35,0.74,33.4,0.13,201.5,280.3,1.02227,2.96,0.71,12.2,4
12.1,0.64,0.86,51.6,0.301,130.4,279.6,1.00748,3.08,0.96,10.7,4
11.5,0.75,0.92,43.5,0.333,170.2,278.6,1.01868,2.89,1.77,11.9,4
10.8,0.76,1.05,51.8,0.208,104.9,277.5,1.01727,3.24,1.68,11.6,4
10.0,0.66,1.09,42.2,0.194,41.8,183.9,1.01289,3.16,1.12,12.1,4
12.4,1.2,1.13,37.4,0.21,224.0,291.2,1.01663,3.03,1.45,11.3,4
12.5,0.93,0.81,37.3,0.134,254.4,330.2,1.01902,3.19,0.98,9.5,4
12.3,0.56,1.17,34.9,0.201,123.6,273.7,1.00174,3.04,1.27,12.3,4
8.8,0.93,0.85,30.5,0.147,213.5,272.9,1.01648,3.19,1.44,12.6,4
11.1,0.77,1.33,42.3,0.185,62.1,370.9,0.99862,3.14,1.15,12.4,4
10.8,0.8,0.96,31.5,0.12,202.5,220.2,1.02193,3.12,1.28,12.1,4
12.4,1.06,0.95,48.1,0.374,233.6,326.9,1.00708,3.09,1.65,11.6,4
12.1,0.92,1.05,30.1,0.185,219.2,70.7,1.02096,3.13,0.88,10.5,4
13.2,0.8,1.4,51.6,0.264,204.5,253.3,1.01971,3.22,0.94,9.8,4
10.0,0.9,0.94,49.7,0.375,116.1,360.2,1.00654,3.0,1.28,11.8,4
13.3,0.81,1.27,35.4,0.224,134.0,275.7,1.0067,2.97,1.63,13.8,4
10.6,0.81,0.79,42.3,0.254,199.6,387.3,1.02336,3.1,1.31,12.6,4
12.4,1.22,1.42,43.7,0.214,143.0,256.0,1.01164,3.2,1.19,12.3,4
9.5,0.78,0.71,29.3,0.22,154.4,239.5,1.02941,2.98,1.59,12.2,4
10.0,1.0,1.02,48.4,0.195,211.4,397.5,1.01272,3.16,1.19,12.0,4
14.4,0.91,1.5,48.8,0.091,174.7,193.9,1.02384,2.94,1.22,10.7,4
10.7,0.99,0.94,34.7,0.157,194.1,262.9,1.02556,3.15,1.42,13.1,4
11.7,1.15,1.24,49.0,0.31,235.1,386.9,1.01745,2.96,1.6,9.4,4
11.8,1.15,1.08,39.0,0.299,221.4,354.7,1.00258,3.26,1.57,13.3,4
11.9,1.11,0.92,47.4,0.273,258.0,383.5,1.01921,3.07,1.48,12.0,4
11.0,0.88,0.61,43.6,0.348,159.2,232.9,1.02587,3.0,0.99,12.5,4
11.2,1.05,0.96,52.2,0.474,148.6,190.4,1.02962,3.15,0.55,10.3,4
10.2,0.95,0.98,28.8,0.145,82.7,226.5,1.00339,3.05,1.2,13.1,4
10.6,0.93,0.81,45.0,0.242,78.0,321.1,1.02623,3.13,1.06,12.0,4
9.3,1.16,1.3,51.7,0.151,255.2,248.7,1.02348,2.95,1.34,10.8,4
11.6,0.98,0.85,53.0,0.309,188.5,285.8,1.01056,3.05,0.71,12.7,4
9.3,0.85,1.28,28.7,0.231,266.3,159.3,1.016,3.28,1.45,11.7,4
11.1,0.9,1.32,45.6,0.424,172.2,352.1,1.02431,2.88,1.39,13.5,4
11.4,0.54,1.38,41.9,0.325,119.2,210.2,1.01985,2.94,1.41,12.5,4
8.7,0.7,1.2,41.2,0.422,231.3,381.3,1.02182,3.02,1.26,13.3,4
13.0,0.84,1.49,31.9,0.295,214.0,318.3,1.02401,3.19,1.41,11.4,4
8.6,1.1,1.0,37.7,0.243,200.2,201.9,1.02538,3.21,1.34,11.8,4
11.3,1.41,0.89,39.2,0.221,184.9,187.9,1.0234,3.17,1.63,11.2,4
8.5,0.98,1.25,37.0,0.326,119.5,345.9,1.01892,3.41,1.33,11.8,4
9.6,0.85,0.96,46.4,0.198,212.9,159.8,1.01576,3.55,1.49,11.5,4
12.1,0.74,0.85,58.6,0.303,168.8,365.1,1.02059,3.03,1.52,12.7,4
11.9,0.51,1.1,42.3,0.326,100.3,124.6,1.01514,3.46,0.96,10.8,4
10.5,1.16,1.07,39.9,0.169,110.1,360.2,1.02395,3.02,1.31,12.0,4
12.5,0.93,0.7,39.1,0.069,251.1,109.9,1.01214,3.0,1.65,11.5,4
7.1,0.65,0.93,46.3,0.113,113.8,252.0,1.00741,3.37,1.23,11.6,4
12.5,0.78,1.33,49.7,0.228,91.2,367.0,1.01312,2.92,1.57,10.6,4
14.4,1.25,0.64,58.3,0.406,251.5,216.4,1.01432,3.11,1.03,11.9,4
13.3,1.24,1.02,44.8,0.112,260.4,301.1,1.01603,3.0,1.0,10.8,4
11.2,0.52,1.18,39.7,0.38,134.6,302.0,1.02693,2.88,1.32,10.6,4
9.0,0.74,0.74,35.7,0.165,175.9,177.8,1.02393,3.17,1.23,11.3,4
10.6,1.17,1.04,32.1,0.344,158.9,336.1,1.00334,3.12,1.44,11.1,4
13.4,0.76,1.3,37.8,0.4,192.7,300.5,1.0039,3.27,1.52,11.0,4
12.7,0.8,0.98,45.1,0.298,115.7,205.0,1.02619,3.16,0.72,13.1,4
9.3,0.93,1.17,36.1,0.263,140.8,270.1,1.00789,2.99,1.65,11.2,4
